Variable 1,Variable 2,Correlation (Total),Correlation (Churn=0),Correlation (Churn=1),Correlation (Total) (ABS),Correlation (Churn=0) (ABS),Correlation (Churn=1) (ABS)
loc_ic_t2f_mou_7,std_og_t2m_mou_6,-0.0363,-0.0348,-0.0193,0.0363,0.0348,0.0193
loc_ic_t2f_mou_7,std_og_t2m_mou_7,-0.037,-0.0395,0.0013,0.037,0.0395,0.0013
loc_ic_t2f_mou_7,std_og_t2m_mou_8,-0.0381,-0.0436,0.0005,0.0381,0.0436,0.0005
loc_ic_t2f_mou_7,std_og_t2f_mou_6,0.0372,0.0348,0.0767,0.0372,0.0348,0.0767
loc_ic_t2f_mou_7,std_og_t2f_mou_7,0.0391,0.0369,0.069,0.0391,0.0369,0.069
loc_ic_t2f_mou_7,std_og_t2f_mou_8,0.0348,0.0325,0.0256,0.0348,0.0325,0.0256
loc_ic_t2f_mou_7,std_og_mou_6,-0.0465,-0.0441,-0.0258,0.0465,0.0441,0.0258
loc_ic_t2f_mou_7,std_og_mou_7,-0.0442,-0.0473,0.0076,0.0442,0.0473,0.0076
loc_ic_t2f_mou_7,std_og_mou_8,-0.0484,-0.0554,0.0026,0.0484,0.0554,0.0026
loc_ic_t2f_mou_7,isd_og_mou_6,-0.0006,-0.0004,0.0079,0.0006,0.0004,0.0079
loc_ic_t2f_mou_7,isd_og_mou_7,0.0014,0.0005,0.0395,0.0014,0.0005,0.0395
loc_ic_t2f_mou_7,isd_og_mou_8,-0.0004,-0.001,0.0231,0.0004,0.001,0.0231
loc_ic_t2f_mou_7,spl_og_mou_6,0.0082,0.0082,0.0241,0.0082,0.0082,0.0241
loc_ic_t2f_mou_7,spl_og_mou_7,0.009,0.007,0.046,0.009,0.007,0.046
loc_ic_t2f_mou_7,spl_og_mou_8,0.0026,-0.0022,0.0376,0.0026,0.0022,0.0376
loc_ic_t2f_mou_7,og_others_6,0.0185,0.0183,0.0431,0.0185,0.0183,0.0431
loc_ic_t2f_mou_7,og_others_7,0.0196,0.019,0.0491,0.0196,0.019,0.0491
loc_ic_t2f_mou_7,og_others_8,0.0038,0.0035,0.0238,0.0038,0.0035,0.0238
loc_ic_t2f_mou_7,total_og_mou_6,0.0321,0.036,0.0293,0.0321,0.036,0.0293
loc_ic_t2f_mou_7,total_og_mou_7,0.0371,0.0326,0.0828,0.0371,0.0326,0.0828
loc_ic_t2f_mou_7,total_og_mou_8,0.0248,0.0147,0.0405,0.0248,0.0147,0.0405
loc_ic_t2f_mou_7,loc_ic_t2t_mou_6,0.083,0.0824,0.0755,0.083,0.0824,0.0755
loc_ic_t2f_mou_7,loc_ic_t2t_mou_7,0.0904,0.0885,0.0854,0.0904,0.0885,0.0854
loc_ic_t2f_mou_7,loc_ic_t2t_mou_8,0.0846,0.0802,0.0679,0.0846,0.0802,0.0679
loc_ic_t2f_mou_7,loc_ic_t2m_mou_6,0.1993,0.1981,0.1829,0.1993,0.1981,0.1829
loc_ic_t2f_mou_7,loc_ic_t2m_mou_7,0.22,0.2133,0.2886,0.22,0.2133,0.2886
loc_ic_t2f_mou_7,loc_ic_t2m_mou_8,0.2022,0.196,0.1684,0.2022,0.196,0.1684
loc_ic_t2f_mou_7,loc_ic_t2f_mou_6,0.7861,0.7922,0.5983,0.7861,0.7922,0.5983
loc_ic_t2f_mou_8,arpu_6,0.0555,0.0615,0.0348,0.0555,0.0615,0.0348
loc_ic_t2f_mou_8,arpu_7,0.0654,0.0613,0.1185,0.0654,0.0613,0.1185
loc_ic_t2f_mou_8,arpu_8,0.0759,0.063,0.1509,0.0759,0.063,0.1509
loc_ic_t2f_mou_8,onnet_mou_6,-0.0094,-0.0061,0.0041,0.0094,0.0061,0.0041
loc_ic_t2f_mou_8,onnet_mou_7,-0.0039,-0.0058,0.0362,0.0039,0.0058,0.0362
loc_ic_t2f_mou_8,onnet_mou_8,0.0015,-0.0057,0.0709,0.0015,0.0057,0.0709
loc_ic_t2f_mou_8,offnet_mou_6,0.0384,0.0439,0.0209,0.0384,0.0439,0.0209
loc_ic_t2f_mou_8,offnet_mou_7,0.0408,0.0394,0.0587,0.0408,0.0394,0.0587
loc_ic_t2f_mou_8,offnet_mou_8,0.049,0.0407,0.0971,0.049,0.0407,0.0971
loc_ic_t2f_mou_8,roam_ic_mou_6,-0.005,-0.0021,0.0025,0.005,0.0021,0.0025
loc_ic_t2f_mou_8,roam_ic_mou_7,-0.0099,-0.0064,-0.0062,0.0099,0.0064,0.0062
loc_ic_t2f_mou_8,roam_ic_mou_8,-0.0121,-0.0087,-0.0152,0.0121,0.0087,0.0152
loc_ic_t2f_mou_8,roam_og_mou_6,-0.0187,-0.0165,-0.0022,0.0187,0.0165,0.0022
loc_ic_t2f_mou_8,roam_og_mou_7,-0.0229,-0.0193,-0.0172,0.0229,0.0193,0.0172
loc_ic_t2f_mou_8,roam_og_mou_8,-0.0229,-0.0202,-0.0229,0.0229,0.0202,0.0229
loc_ic_t2f_mou_8,loc_og_t2t_mou_6,0.0576,0.0561,0.0446,0.0576,0.0561,0.0446
loc_ic_t2f_mou_8,loc_og_t2t_mou_7,0.0621,0.0576,0.0929,0.0621,0.0576,0.0929
loc_ic_t2f_mou_8,loc_og_t2t_mou_8,0.0696,0.0638,0.0941,0.0696,0.0638,0.0941
loc_ic_t2f_mou_8,loc_og_t2m_mou_6,0.1253,0.1222,0.1037,0.1253,0.1222,0.1037
loc_ic_t2f_mou_8,loc_og_t2m_mou_7,0.1398,0.1334,0.162,0.1398,0.1334,0.162
loc_ic_t2f_mou_8,loc_og_t2m_mou_8,0.1497,0.1397,0.2413,0.1497,0.1397,0.2413
loc_ic_t2f_mou_8,loc_og_t2f_mou_6,0.2189,0.2183,0.139,0.2189,0.2183,0.139
loc_ic_t2f_mou_8,loc_og_t2f_mou_7,0.2416,0.2379,0.3352,0.2416,0.2379,0.3352
loc_ic_t2f_mou_8,loc_og_t2f_mou_8,0.2608,0.2555,0.3744,0.2608,0.2555,0.3744
loc_ic_t2f_mou_8,loc_og_t2c_mou_6,0.0042,0.0047,-0.0072,0.0042,0.0047,0.0072
loc_ic_t2f_mou_8,loc_og_t2c_mou_7,-0.0005,-0.0011,0.0132,0.0005,0.0011,0.0132
loc_ic_t2f_mou_8,loc_og_t2c_mou_8,0.003,-0.0009,0.0338,0.003,0.0009,0.0338
loc_ic_t2f_mou_8,loc_og_mou_6,0.1262,0.1235,0.0995,0.1262,0.1235,0.0995
loc_ic_t2f_mou_8,loc_og_mou_7,0.1391,0.1324,0.1769,0.1391,0.1324,0.1769
loc_ic_t2f_mou_8,loc_og_mou_8,0.15,0.1407,0.2155,0.15,0.1407,0.2155
loc_ic_t2f_mou_8,std_og_t2t_mou_6,-0.0419,-0.0402,-0.0108,0.0419,0.0402,0.0108
loc_ic_t2f_mou_8,std_og_t2t_mou_7,-0.0377,-0.0403,0.0188,0.0377,0.0403,0.0188
loc_ic_t2f_mou_8,std_og_t2t_mou_8,-0.0349,-0.0421,0.0616,0.0349,0.0421,0.0616
loc_ic_t2f_mou_8,std_og_t2m_mou_6,-0.0399,-0.0379,-0.0169,0.0399,0.0379,0.0169
loc_ic_t2f_mou_8,std_og_t2m_mou_7,-0.0405,-0.0429,0.0026,0.0405,0.0429,0.0026
loc_ic_t2f_mou_8,std_og_t2m_mou_8,-0.0343,-0.0412,0.0355,0.0343,0.0412,0.0355
loc_ic_t2f_mou_8,std_og_t2f_mou_6,0.0327,0.0313,0.0412,0.0327,0.0313,0.0412
loc_ic_t2f_mou_8,std_og_t2f_mou_7,0.0346,0.0325,0.0756,0.0346,0.0325,0.0756
loc_ic_t2f_mou_8,std_og_t2f_mou_8,0.0378,0.0344,0.0855,0.0378,0.0344,0.0855
loc_ic_t2f_mou_8,std_og_mou_6,-0.0528,-0.05,-0.0181,0.0528,0.05,0.0181
loc_ic_t2f_mou_8,std_og_mou_7,-0.0505,-0.0535,0.0151,0.0505,0.0535,0.0151
loc_ic_t2f_mou_8,std_og_mou_8,-0.0448,-0.0539,0.0647,0.0448,0.0539,0.0647
loc_ic_t2f_mou_8,isd_og_mou_6,-0.0012,-0.0007,0.0071,0.0012,0.0007,0.0071
loc_ic_t2f_mou_8,isd_og_mou_7,0.001,0.0004,0.061,0.001,0.0004,0.061
loc_ic_t2f_mou_8,isd_og_mou_8,0.0002,-0.0005,0.0461,0.0002,0.0005,0.0461
loc_ic_t2f_mou_8,spl_og_mou_6,0.0076,0.0088,-0.002,0.0076,0.0088,0.002
loc_ic_t2f_mou_8,spl_og_mou_7,0.0065,0.0053,0.0334,0.0065,0.0053,0.0334
loc_ic_t2f_mou_8,spl_og_mou_8,0.0094,0.0035,0.0714,0.0094,0.0035,0.0714
loc_ic_t2f_mou_8,og_others_6,0.017,0.0187,-0.0068,0.017,0.0187,0.0068
loc_ic_t2f_mou_8,og_others_7,0.0184,0.0184,-0.0019,0.0184,0.0184,0.0019
loc_ic_t2f_mou_8,og_others_8,0.0022,0.0018,0.0383,0.0022,0.0018,0.0383
loc_ic_t2f_mou_8,total_og_mou_6,0.0252,0.0301,0.017,0.0252,0.0301,0.017
loc_ic_t2f_mou_8,total_og_mou_7,0.0299,0.0259,0.0707,0.0299,0.0259,0.0707
loc_ic_t2f_mou_8,total_og_mou_8,0.0402,0.0267,0.1359,0.0402,0.0267,0.1359
loc_ic_t2f_mou_8,loc_ic_t2t_mou_6,0.0837,0.0842,0.0498,0.0837,0.0842,0.0498
loc_ic_t2f_mou_8,loc_ic_t2t_mou_7,0.0881,0.0866,0.0654,0.0881,0.0866,0.0654
loc_ic_t2f_mou_8,loc_ic_t2t_mou_8,0.0961,0.0899,0.1379,0.0961,0.0899,0.1379
loc_ic_t2f_mou_8,loc_ic_t2m_mou_6,0.194,0.1944,0.1356,0.194,0.1944,0.1356
loc_ic_t2f_mou_8,loc_ic_t2m_mou_7,0.2073,0.2019,0.2082,0.2073,0.2019,0.2082
loc_ic_t2f_mou_8,loc_ic_t2m_mou_8,0.2254,0.216,0.3454,0.2254,0.216,0.3454
loc_ic_t2f_mou_8,loc_ic_t2f_mou_6,0.6927,0.7036,0.2646,0.6927,0.7036,0.2646
loc_ic_t2f_mou_8,loc_ic_t2f_mou_7,0.7973,0.8006,0.4987,0.7973,0.8006,0.4987
loc_ic_mou_6,arpu_6,0.2285,0.2395,0.169,0.2285,0.2395,0.169
loc_ic_mou_6,arpu_7,0.1653,0.1697,0.0779,0.1653,0.1697,0.0779
loc_ic_mou_6,arpu_8,0.1423,0.1408,0.0208,0.1423,0.1408,0.0208
loc_ic_mou_6,onnet_mou_6,0.0801,0.0879,0.0612,0.0801,0.0879,0.0612
loc_ic_mou_6,onnet_mou_7,0.0373,0.0398,0.0097,0.0373,0.0398,0.0097
loc_ic_mou_6,onnet_mou_8,0.0257,0.0202,0.026,0.0257,0.0202,0.026
loc_ic_mou_6,offnet_mou_6,0.197,0.2096,0.1319,0.197,0.2096,0.1319
loc_ic_mou_6,offnet_mou_7,0.1286,0.135,0.0485,0.1286,0.135,0.0485
loc_ic_mou_6,offnet_mou_8,0.1057,0.1034,0.036,0.1057,0.1034,0.036
loc_ic_mou_6,roam_ic_mou_6,-0.0286,-0.0268,-0.0259,0.0286,0.0268,0.0259
loc_ic_mou_6,roam_ic_mou_7,0.0103,0.0217,-0.0124,0.0103,0.0217,0.0124
loc_ic_mou_6,roam_ic_mou_8,0.0126,0.023,-0.0124,0.0126,0.023,0.0124
loc_ic_mou_6,roam_og_mou_6,-0.0531,-0.0501,-0.0536,0.0531,0.0501,0.0536
loc_ic_mou_6,roam_og_mou_7,-0.0235,-0.0153,-0.0401,0.0235,0.0153,0.0401
loc_ic_mou_6,roam_og_mou_8,-0.0128,-0.0044,-0.0322,0.0128,0.0044,0.0322
loc_ic_mou_6,loc_og_t2t_mou_6,0.2448,0.2468,0.1972,0.2448,0.2468,0.1972
loc_ic_mou_6,loc_og_t2t_mou_7,0.1985,0.2,0.1343,0.1985,0.2,0.1343
loc_ic_mou_6,loc_og_t2t_mou_8,0.1871,0.1876,0.1315,0.1871,0.1876,0.1315
loc_ic_mou_6,loc_og_t2m_mou_6,0.4257,0.4243,0.4115,0.4257,0.4243,0.4115
loc_ic_mou_6,loc_og_t2m_mou_7,0.3574,0.3616,0.2362,0.3574,0.3616,0.2362
loc_ic_mou_6,loc_og_t2m_mou_8,0.3244,0.3286,0.1814,0.3244,0.3286,0.1814
loc_ic_mou_6,loc_og_t2f_mou_6,0.1794,0.1776,0.1743,0.1794,0.1776,0.1743
loc_ic_mou_6,loc_og_t2f_mou_7,0.1603,0.1611,0.0962,0.1603,0.1611,0.0962
loc_ic_mou_6,loc_og_t2f_mou_8,0.1504,0.1513,0.0565,0.1504,0.1513,0.0565
loc_ic_mou_6,loc_og_t2c_mou_6,0.0271,0.029,0.012,0.0271,0.029,0.012
loc_ic_mou_6,loc_og_t2c_mou_7,-0.0027,-0.002,-0.0066,0.0027,0.002,0.0066
loc_ic_mou_6,loc_og_t2c_mou_8,0.0039,0.001,-0.0018,0.0039,0.001,0.0018
loc_ic_mou_6,loc_og_mou_6,0.4291,0.4293,0.3928,0.4291,0.4293,0.3928
loc_ic_mou_6,loc_og_mou_7,0.3561,0.3601,0.2394,0.3561,0.3601,0.2394
loc_ic_mou_6,loc_og_mou_8,0.327,0.3308,0.1974,0.327,0.3308,0.1974
loc_ic_mou_6,std_og_t2t_mou_6,-0.0429,-0.0444,0.0013,0.0429,0.0444,0.0013
loc_ic_mou_6,std_og_t2t_mou_7,-0.0682,-0.0737,-0.0185,0.0682,0.0737,0.0185
loc_ic_mou_6,std_og_t2t_mou_8,-0.0751,-0.0849,-0.0094,0.0751,0.0849,0.0094
loc_ic_mou_6,std_og_t2m_mou_6,-0.027,-0.0272,0.0092,0.027,0.0272,0.0092
loc_ic_mou_6,std_og_t2m_mou_7,-0.0549,-0.0583,-0.0224,0.0549,0.0583,0.0224
loc_ic_mou_6,std_og_t2m_mou_8,-0.0621,-0.0702,-0.0217,0.0621,0.0702,0.0217
loc_ic_mou_6,std_og_t2f_mou_6,0.0329,0.0311,0.0372,0.0329,0.0311,0.0372
loc_ic_mou_6,std_og_t2f_mou_7,0.0262,0.0261,0.0025,0.0262,0.0261,0.0025
loc_ic_mou_6,std_og_t2f_mou_8,0.0249,0.0233,0.0036,0.0249,0.0233,0.0036
loc_ic_mou_6,std_og_mou_6,-0.045,-0.0458,0.0073,0.045,0.0458,0.0073
loc_ic_mou_6,std_og_mou_7,-0.0799,-0.0854,-0.0271,0.0799,0.0854,0.0271
loc_ic_mou_6,std_og_mou_8,-0.0892,-0.1009,-0.0186,0.0892,0.1009,0.0186
loc_ic_mou_6,isd_og_mou_6,0.0017,0.0001,0.0303,0.0017,0.0001,0.0303
loc_ic_mou_6,isd_og_mou_7,-0.0001,-0.0014,0.0234,0.0001,0.0014,0.0234
loc_ic_mou_6,isd_og_mou_8,-0.0011,-0.0025,0.0271,0.0011,0.0025,0.0271
loc_ic_mou_6,spl_og_mou_6,0.0385,0.0385,0.0451,0.0385,0.0385,0.0451
loc_ic_mou_6,spl_og_mou_7,0.0104,0.0085,0.0228,0.0104,0.0085,0.0228
loc_ic_mou_6,spl_og_mou_8,0.0145,0.0102,0.0053,0.0145,0.0102,0.0053
loc_ic_mou_6,og_others_6,0.0339,0.0325,0.057,0.0339,0.0325,0.057
loc_ic_mou_6,og_others_7,0.0091,0.0086,0.023,0.0091,0.0086,0.023
loc_ic_mou_6,og_others_8,0.0076,0.0076,0.0039,0.0076,0.0076,0.0039
loc_ic_mou_6,total_og_mou_6,0.1945,0.206,0.142,0.1945,0.206,0.142
loc_ic_mou_6,total_og_mou_7,0.1151,0.1189,0.0476,0.1151,0.1189,0.0476
loc_ic_mou_6,total_og_mou_8,0.0908,0.0839,0.0358,0.0908,0.0839,0.0358
loc_ic_mou_6,loc_ic_t2t_mou_6,0.7139,0.708,0.7738,0.7139,0.708,0.7738
loc_ic_mou_6,loc_ic_t2t_mou_7,0.5598,0.5707,0.4172,0.5598,0.5707,0.4172
loc_ic_mou_6,loc_ic_t2t_mou_8,0.4961,0.5102,0.2521,0.4961,0.5102,0.2521
loc_ic_mou_6,loc_ic_t2m_mou_6,0.8215,0.8204,0.8235,0.8215,0.8204,0.8235
loc_ic_mou_6,loc_ic_t2m_mou_7,0.65,0.6613,0.4739,0.65,0.6613,0.4739
loc_ic_mou_6,loc_ic_t2m_mou_8,0.5718,0.587,0.3084,0.5718,0.587,0.3084
loc_ic_mou_6,loc_ic_t2f_mou_6,0.3598,0.3621,0.3067,0.3598,0.3621,0.3067
loc_ic_mou_6,loc_ic_t2f_mou_7,0.3009,0.3047,0.2217,0.3009,0.3047,0.2217
loc_ic_mou_6,loc_ic_t2f_mou_8,0.2834,0.2891,0.1426,0.2834,0.2891,0.1426
loc_ic_mou_7,arpu_6,0.1912,0.2077,0.0846,0.1912,0.2077,0.0846
loc_ic_mou_7,arpu_7,0.2126,0.2095,0.1962,0.2126,0.2095,0.1962
loc_ic_mou_7,arpu_8,0.1772,0.1669,0.1028,0.1772,0.1669,0.1028
loc_ic_mou_7,onnet_mou_6,0.0604,0.0698,0.0419,0.0604,0.0698,0.0419
loc_ic_mou_7,onnet_mou_7,0.0706,0.0703,0.0739,0.0706,0.0703,0.0739
loc_ic_mou_7,onnet_mou_8,0.0521,0.0433,0.0768,0.0521,0.0433,0.0768
loc_ic_mou_7,offnet_mou_6,0.1577,0.1739,0.0624,0.1577,0.1739,0.0624
loc_ic_mou_7,offnet_mou_7,0.179,0.1806,0.1429,0.179,0.1806,0.1429
loc_ic_mou_7,offnet_mou_8,0.1393,0.1325,0.0874,0.1393,0.1325,0.0874
loc_ic_mou_7,roam_ic_mou_6,0.0147,0.0254,-0.0164,0.0147,0.0254,0.0164
loc_ic_mou_7,roam_ic_mou_7,-0.0221,-0.0142,-0.0402,0.0221,0.0142,0.0402
loc_ic_mou_7,roam_ic_mou_8,0.0035,0.0141,-0.0205,0.0035,0.0141,0.0205
loc_ic_mou_7,roam_og_mou_6,-0.0144,-0.0051,-0.0427,0.0144,0.0051,0.0427
loc_ic_mou_7,roam_og_mou_7,-0.0458,-0.0378,-0.0613,0.0458,0.0378,0.0613
loc_ic_mou_7,roam_og_mou_8,-0.0186,-0.0102,-0.0338,0.0186,0.0102,0.0338
loc_ic_mou_7,loc_og_t2t_mou_6,0.216,0.2151,0.1922,0.216,0.2151,0.1922
loc_ic_mou_7,loc_og_t2t_mou_7,0.2214,0.2166,0.2432,0.2214,0.2166,0.2432
loc_ic_mou_7,loc_og_t2t_mou_8,0.2056,0.1995,0.2497,0.2056,0.1995,0.2497
loc_ic_mou_7,loc_og_t2m_mou_6,0.3571,0.3587,0.2479,0.3571,0.3587,0.2479
loc_ic_mou_7,loc_og_t2m_mou_7,0.4131,0.4088,0.3708,0.4131,0.4088,0.3708
loc_ic_mou_7,loc_og_t2m_mou_8,0.3576,0.3542,0.2476,0.3576,0.3542,0.2476
loc_ic_mou_7,loc_og_t2f_mou_6,0.1629,0.16,0.133,0.1629,0.16,0.133
loc_ic_mou_7,loc_og_t2f_mou_7,0.1832,0.1788,0.1728,0.1832,0.1788,0.1728
loc_ic_mou_7,loc_og_t2f_mou_8,0.1622,0.1585,0.0933,0.1622,0.1585,0.0933
loc_ic_mou_7,loc_og_t2c_mou_6,0.0227,0.0237,0.0145,0.0227,0.0237,0.0145
loc_ic_mou_7,loc_og_t2c_mou_7,0.0075,0.0083,0.0061,0.0075,0.0083,0.0061
loc_ic_mou_7,loc_og_t2c_mou_8,0.008,0.0026,0.0303,0.008,0.0026,0.0303
loc_ic_mou_7,loc_og_mou_6,0.3668,0.367,0.2875,0.3668,0.367,0.2875
loc_ic_mou_7,loc_og_mou_7,0.4066,0.401,0.3964,0.4066,0.401,0.3964
loc_ic_mou_7,loc_og_mou_8,0.3594,0.3546,0.3074,0.3594,0.3546,0.3074
loc_ic_mou_7,std_og_t2t_mou_6,-0.0528,-0.0503,-0.0196,0.0528,0.0503,0.0196
loc_ic_mou_7,std_og_t2t_mou_7,-0.0409,-0.0464,0.0233,0.0409,0.0464,0.0233
loc_ic_mou_7,std_og_t2t_mou_8,-0.0539,-0.0646,0.0172,0.0539,0.0646,0.0172
loc_ic_mou_7,std_og_t2m_mou_6,-0.037,-0.033,-0.013,0.037,0.033,0.013
loc_ic_mou_7,std_og_t2m_mou_7,-0.0259,-0.0307,0.033,0.0259,0.0307,0.033
loc_ic_mou_7,std_og_t2m_mou_8,-0.0394,-0.0498,0.0263,0.0394,0.0498,0.0263
loc_ic_mou_7,std_og_t2f_mou_6,0.0295,0.0279,0.0185,0.0295,0.0279,0.0185
loc_ic_mou_7,std_og_t2f_mou_7,0.036,0.0343,0.0229,0.036,0.0343,0.0229
loc_ic_mou_7,std_og_t2f_mou_8,0.0313,0.0283,0.0058,0.0313,0.0283,0.0058
loc_ic_mou_7,std_og_mou_6,-0.0581,-0.0536,-0.0217,0.0581,0.0536,0.0217
loc_ic_mou_7,std_og_mou_7,-0.043,-0.0494,0.0375,0.043,0.0494,0.0375
loc_ic_mou_7,std_og_mou_8,-0.0606,-0.0742,0.0279,0.0606,0.0742,0.0279
loc_ic_mou_7,isd_og_mou_6,0.0007,0.0002,0.0231,0.0007,0.0002,0.0231
loc_ic_mou_7,isd_og_mou_7,0.0027,0.0004,0.0571,0.0027,0.0004,0.0571
loc_ic_mou_7,isd_og_mou_8,0.0011,-0.001,0.0554,0.0011,0.001,0.0554
loc_ic_mou_7,spl_og_mou_6,0.0287,0.029,0.0392,0.0287,0.029,0.0392
loc_ic_mou_7,spl_og_mou_7,0.0249,0.0214,0.0611,0.0249,0.0214,0.0611
loc_ic_mou_7,spl_og_mou_8,0.0242,0.0163,0.0644,0.0242,0.0163,0.0644
loc_ic_mou_7,og_others_6,0.0209,0.0222,0.0189,0.0209,0.0222,0.0189
loc_ic_mou_7,og_others_7,0.0083,0.0082,0.0043,0.0083,0.0082,0.0043
loc_ic_mou_7,og_others_8,0.0083,0.008,0.0111,0.0083,0.008,0.0111
loc_ic_mou_7,total_og_mou_6,0.1506,0.1651,0.0793,0.1506,0.1651,0.0793
loc_ic_mou_7,total_og_mou_7,0.1722,0.1708,0.1513,0.1722,0.1708,0.1513
loc_ic_mou_7,total_og_mou_8,0.133,0.1191,0.1246,0.133,0.1191,0.1246
loc_ic_mou_7,loc_ic_t2t_mou_6,0.5754,0.5843,0.478,0.5754,0.5843,0.478
loc_ic_mou_7,loc_ic_t2t_mou_7,0.722,0.7172,0.8003,0.722,0.7172,0.8003
loc_ic_mou_7,loc_ic_t2t_mou_8,0.6084,0.6136,0.49,0.6084,0.6136,0.49
loc_ic_mou_7,loc_ic_t2m_mou_6,0.6434,0.6546,0.45,0.6434,0.6546,0.45
loc_ic_mou_7,loc_ic_t2m_mou_7,0.8002,0.8024,0.7128,0.8002,0.8024,0.7128
loc_ic_mou_7,loc_ic_t2m_mou_8,0.6516,0.6577,0.4137,0.6516,0.6577,0.4137
loc_ic_mou_7,loc_ic_t2f_mou_6,0.3169,0.3182,0.2175,0.3169,0.3182,0.2175
loc_ic_mou_7,loc_ic_t2f_mou_7,0.3653,0.3645,0.3183,0.3653,0.3645,0.3183
loc_ic_mou_7,loc_ic_t2f_mou_8,0.3211,0.3212,0.2113,0.3211,0.3212,0.2113
loc_ic_mou_7,loc_ic_mou_6,0.7973,0.813,0.5838,0.7973,0.813,0.5838
loc_ic_mou_8,arpu_6,0.1719,0.1887,0.0668,0.1719,0.1887,0.0668
loc_ic_mou_8,arpu_7,0.1871,0.1881,0.0833,0.1871,0.1881,0.0833
loc_ic_mou_8,arpu_8,0.2181,0.2034,0.154,0.2181,0.2034,0.154
loc_ic_mou_8,onnet_mou_6,0.0484,0.0608,0.0092,0.0484,0.0608,0.0092
loc_ic_mou_8,onnet_mou_7,0.0555,0.0582,0.0117,0.0555,0.0582,0.0117
loc_ic_mou_8,onnet_mou_8,0.0746,0.0647,0.1125,0.0746,0.0647,0.1125
loc_ic_mou_8,offnet_mou_6,0.1369,0.1545,0.0151,0.1369,0.1545,0.0151
loc_ic_mou_8,offnet_mou_7,0.149,0.1539,0.0473,0.149,0.1539,0.0473
loc_ic_mou_8,offnet_mou_8,0.1814,0.1697,0.2247,0.1814,0.1697,0.2247
loc_ic_mou_8,roam_ic_mou_6,0.027,0.038,0.0112,0.027,0.038,0.0112
loc_ic_mou_8,roam_ic_mou_7,0.0008,0.016,-0.0607,0.0008,0.016,0.0607
loc_ic_mou_8,roam_ic_mou_8,-0.0162,-0.0052,-0.078,0.0162,0.0052,0.078
loc_ic_mou_8,roam_og_mou_6,-0.0028,0.0056,-0.0093,0.0028,0.0056,0.0093
loc_ic_mou_8,roam_og_mou_7,-0.0289,-0.0176,-0.0778,0.0289,0.0176,0.0778
loc_ic_mou_8,roam_og_mou_8,-0.0383,-0.029,-0.0964,0.0383,0.029,0.0964
loc_ic_mou_8,loc_og_t2t_mou_6,0.2063,0.2082,0.1397,0.2063,0.2082,0.1397
loc_ic_mou_8,loc_og_t2t_mou_7,0.2107,0.2065,0.1617,0.2107,0.2065,0.1617
loc_ic_mou_8,loc_og_t2t_mou_8,0.233,0.2258,0.2314,0.233,0.2258,0.2314
loc_ic_mou_8,loc_og_t2m_mou_6,0.333,0.3343,0.1713,0.333,0.3343,0.1713
loc_ic_mou_8,loc_og_t2m_mou_7,0.3737,0.37,0.2417,0.3737,0.37,0.2417
loc_ic_mou_8,loc_og_t2m_mou_8,0.4225,0.4106,0.5235,0.4225,0.4106,0.5235
loc_ic_mou_8,loc_og_t2f_mou_6,0.1574,0.1529,0.1337,0.1574,0.1529,0.1337
loc_ic_mou_8,loc_og_t2f_mou_7,0.1703,0.1647,0.1393,0.1703,0.1647,0.1393
loc_ic_mou_8,loc_og_t2f_mou_8,0.1821,0.1738,0.1903,0.1821,0.1738,0.1903
loc_ic_mou_8,loc_og_t2c_mou_6,0.0151,0.0166,-0.0054,0.0151,0.0166,0.0054
loc_ic_mou_8,loc_og_t2c_mou_7,0.0055,0.0073,-0.0066,0.0055,0.0073,0.0066
loc_ic_mou_8,loc_og_t2c_mou_8,0.0158,0.01,0.0272,0.0158,0.01,0.0272
loc_ic_mou_8,loc_og_mou_6,0.3453,0.3469,0.2065,0.3453,0.3469,0.2065
loc_ic_mou_8,loc_og_mou_7,0.3744,0.3696,0.2648,0.3744,0.3696,0.2648
loc_ic_mou_8,loc_og_mou_8,0.4183,0.4072,0.4796,0.4183,0.4072,0.4796
loc_ic_mou_8,std_og_t2t_mou_6,-0.0631,-0.0581,-0.0454,0.0631,0.0581,0.0454
loc_ic_mou_8,std_og_t2t_mou_7,-0.0536,-0.0558,-0.0232,0.0536,0.0558,0.0232
loc_ic_mou_8,std_og_t2t_mou_8,-0.0416,-0.0535,0.0632,0.0416,0.0535,0.0632
loc_ic_mou_8,std_og_t2m_mou_6,-0.049,-0.0426,-0.0446,0.049,0.0426,0.0446
loc_ic_mou_8,std_og_t2m_mou_7,-0.04,-0.041,-0.0298,0.04,0.041,0.0298
loc_ic_mou_8,std_og_t2m_mou_8,-0.0254,-0.0369,0.0651,0.0254,0.0369,0.0651
loc_ic_mou_8,std_og_t2f_mou_6,0.0278,0.0253,0.023,0.0278,0.0253,0.023
loc_ic_mou_8,std_og_t2f_mou_7,0.0325,0.03,0.022,0.0325,0.03,0.022
loc_ic_mou_8,std_og_t2f_mou_8,0.0392,0.0345,0.0338,0.0392,0.0345,0.0338
loc_ic_mou_8,std_og_mou_6,-0.0726,-0.0649,-0.0598,0.0726,0.0649,0.0598
loc_ic_mou_8,std_og_mou_7,-0.0606,-0.0625,-0.034,0.0606,0.0625,0.034
